"","sent","freq"
"2787","You can wait until you are accepted to our program to send in the official transcript from your university",1
"2788","Dear Priya, Thank you for reaching out to us with your question concerning the MS in Analytics program at Northwestern University",1
"2789","Unfortunately, we will not accept any additional materials after February 15th",1
"2790","However, since it is not a requirement for your application it will not prevent our admissions review committee to evaluate your application",1
"2791","Please let me know if you have any additional questions or concerns about your application Victoria L",1
"2792","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Rebecca Gale .",1
"2793","Dear Arun; Thank you for emailing me, as you have seen in my automated message I am currently out of town",1
"2794","I would love to answer any questions you have via email, I will be back in the country on December 30th and I can set up a phone call after the New Year",1
"2795","Please let me know what would work best for you",1
"2796","Dear Sama, Thank you for submitting your transcript, GRE score, and application fee to the Master of Science in Analytics at Northwestern University",1
"2797","Dear Ying: Thank you for submitting your GRE score and Transcript to the Master of Science in Analytics at Northwestern University",1
"2798","Dear Saurabh, Thank you for reaching out to me with your questions concerning admissions to the MS in Analytics Program at Northwestern University",1
"2799","If you could include in your application or in a note/comment that your undergraduate degree was taught in English then you will not need to submit a TOEFL score",1
"2800","In terms of Financial Aid, we offer a limited number of fellowships each year within the department",1
"2801","We evaluate the student cohort on a whole and offer them to our top candidates, your application to our program serves as an application for a fellowship",1
"2802","The fellowship will pay for half of your tuition for the 4 quarters you will be studying at Northwestern University",1
"2803","If you are interested in more Financial Aid options I encourage you to look into options within McCormick and at Northwestern",1
"2804","We only control the few in our department, and any additional financial support will need to be applied for on your own",1
"2805","I have linked out page with additional links here <http://www.analytics.northwestern.edu/prospective-students/tuition-and-fees.html> ",1
"2806","Admissions are determined after the applications have closed in February",1
"2807","We do not operate on rolling admissions",1
"2808","McCormick School of Engineering and Applied Science 2145 Sheridan Rd, E278 Evanston, IL 60208 T: 847.467.4520 F: 847.491.8005 www.analytics.northwestern.edu <http://www.analytics.northwestern.edu/> From: Saurabh Gangwal .",1
"2809","Dear Nikita; We have received your application fee of $50, your transcript, your GRE, and your TOEFL score",1
"2810","Your application in the MAP system reflects these uploads",1
"2811","Please let me know if you do not see these additional materials in your student account",1
"2812","Dear Anusha; Thank you for reaching out to us about your account",1
"2813","Currently, we have uploaded your official transcript, TOEFL, and GMAT scores",1
"2814","We have not received your application payment yet, once we have your payment you will have a complete application",1
"2815","Please let me know when you look on your account if you do not see these changes uploaded in your account",1
"2816","If you have any additional questions, please let me know",2
"2817","Dear Li, Thank you for emailing us your concern about your payment",1
"2818","We have received your payment and have updated your account",1
"2819","Please let me know if you have any more questions about your account, Victoria L",1
